video_path,feature_path
/dataset/youtube/videos/files/test/non-food/2290519_2024.mp4,/dataset/youtube/videos/features/test/non-food/2290519_2024
/dataset/youtube/videos/files/test/non-food/2161020_2023.mp4,/dataset/youtube/videos/features/test/non-food/2161020_2023
/dataset/youtube/videos/files/test/non-food/2070221_2024.mp4,/dataset/youtube/videos/features/test/non-food/2070221_2024
/dataset/youtube/videos/files/test/non-food/2071122_2023.mp4,/dataset/youtube/videos/features/test/non-food/2071122_2023
/dataset/youtube/videos/files/test/non-food/2121023_2023.mp4,/dataset/youtube/videos/features/test/non-food/2121023_2023
/dataset/youtube/videos/files/test/non-food/2101224_2023.mp4,/dataset/youtube/videos/features/test/non-food/2101224_2023
/dataset/youtube/videos/files/test/non-food/2200625_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200625_2024
/dataset/youtube/videos/files/test/non-food/2031026_2022.mp4,/dataset/youtube/videos/features/test/non-food/2031026_2022
/dataset/youtube/videos/files/test/non-food/2100527_2024.mp4,/dataset/youtube/videos/features/test/non-food/2100527_2024
/dataset/youtube/videos/files/test/non-food/2221228_2023.mp4,/dataset/youtube/videos/features/test/non-food/2221228_2023
/dataset/youtube/videos/files/test/non-food/2021029_2023.mp4,/dataset/youtube/videos/features/test/non-food/2021029_2023
/dataset/youtube/videos/files/test/non-food/2230730_2024.mp4,/dataset/youtube/videos/features/test/non-food/2230730_2024
/dataset/youtube/videos/files/test/non-food/2081031_2023.mp4,/dataset/youtube/videos/features/test/non-food/2081031_2023
/dataset/youtube/videos/files/test/non-food/2181032_2023.mp4,/dataset/youtube/videos/features/test/non-food/2181032_2023
/dataset/youtube/videos/files/test/non-food/2190733_2024.mp4,/dataset/youtube/videos/features/test/non-food/2190733_2024
/dataset/youtube/videos/files/test/non-food/2101034_2023.mp4,/dataset/youtube/videos/features/test/non-food/2101034_2023
/dataset/youtube/videos/files/test/non-food/2250735_2024.mp4,/dataset/youtube/videos/features/test/non-food/2250735_2024
/dataset/youtube/videos/files/test/non-food/2241036_2022.mp4,/dataset/youtube/videos/features/test/non-food/2241036_2022
/dataset/youtube/videos/files/test/non-food/2300437_2024.mp4,/dataset/youtube/videos/features/test/non-food/2300437_2024
/dataset/youtube/videos/files/test/non-food/2101138_2023.mp4,/dataset/youtube/videos/features/test/non-food/2101138_2023
/dataset/youtube/videos/files/test/non-food/2221139_2023.mp4,/dataset/youtube/videos/features/test/non-food/2221139_2023
/dataset/youtube/videos/files/test/non-food/2100740_2024.mp4,/dataset/youtube/videos/features/test/non-food/2100740_2024
/dataset/youtube/videos/files/test/non-food/2171041_2023.mp4,/dataset/youtube/videos/features/test/non-food/2171041_2023
/dataset/youtube/videos/files/test/non-food/2150142_2024.mp4,/dataset/youtube/videos/features/test/non-food/2150142_2024
/dataset/youtube/videos/files/test/non-food/2060643_2024.mp4,/dataset/youtube/videos/features/test/non-food/2060643_2024
/dataset/youtube/videos/files/test/non-food/2251044_2023.mp4,/dataset/youtube/videos/features/test/non-food/2251044_2023
/dataset/youtube/videos/files/test/non-food/2081245_2022.mp4,/dataset/youtube/videos/features/test/non-food/2081245_2022
/dataset/youtube/videos/files/test/non-food/2310546_2024.mp4,/dataset/youtube/videos/features/test/non-food/2310546_2024
/dataset/youtube/videos/files/test/non-food/2070647_2024.mp4,/dataset/youtube/videos/features/test/non-food/2070647_2024
/dataset/youtube/videos/files/test/non-food/2231248_2022.mp4,/dataset/youtube/videos/features/test/non-food/2231248_2022
/dataset/youtube/videos/files/test/non-food/2070249_2024.mp4,/dataset/youtube/videos/features/test/non-food/2070249_2024
/dataset/youtube/videos/files/test/non-food/2010850_2024.mp4,/dataset/youtube/videos/features/test/non-food/2010850_2024
/dataset/youtube/videos/files/test/non-food/2030551_2024.mp4,/dataset/youtube/videos/features/test/non-food/2030551_2024
/dataset/youtube/videos/files/test/non-food/2200852_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200852_2024
/dataset/youtube/videos/files/test/non-food/2280253_2024.mp4,/dataset/youtube/videos/features/test/non-food/2280253_2024
/dataset/youtube/videos/files/test/non-food/2280254_2024.mp4,/dataset/youtube/videos/features/test/non-food/2280254_2024
/dataset/youtube/videos/files/test/non-food/2020755_2024.mp4,/dataset/youtube/videos/features/test/non-food/2020755_2024
/dataset/youtube/videos/files/test/non-food/2091056_2023.mp4,/dataset/youtube/videos/features/test/non-food/2091056_2023
/dataset/youtube/videos/files/test/non-food/2251057_2023.mp4,/dataset/youtube/videos/features/test/non-food/2251057_2023
/dataset/youtube/videos/files/test/non-food/2090858_2024.mp4,/dataset/youtube/videos/features/test/non-food/2090858_2024
/dataset/youtube/videos/files/test/non-food/2281059_2023.mp4,/dataset/youtube/videos/features/test/non-food/2281059_2023
/dataset/youtube/videos/files/test/non-food/2141160_2023.mp4,/dataset/youtube/videos/features/test/non-food/2141160_2023
/dataset/youtube/videos/files/test/non-food/2170561_2024.mp4,/dataset/youtube/videos/features/test/non-food/2170561_2024
/dataset/youtube/videos/files/test/non-food/2091162_2023.mp4,/dataset/youtube/videos/features/test/non-food/2091162_2023
/dataset/youtube/videos/files/test/non-food/2131063_2023.mp4,/dataset/youtube/videos/features/test/non-food/2131063_2023
/dataset/youtube/videos/files/test/non-food/2221164_2023.mp4,/dataset/youtube/videos/features/test/non-food/2221164_2023
/dataset/youtube/videos/files/test/non-food/2041065_2023.mp4,/dataset/youtube/videos/features/test/non-food/2041065_2023
/dataset/youtube/videos/files/test/non-food/2200666_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200666_2024
/dataset/youtube/videos/files/test/non-food/2200667_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200667_2024
/dataset/youtube/videos/files/test/non-food/2211268_2022.mp4,/dataset/youtube/videos/features/test/non-food/2211268_2022
/dataset/youtube/videos/files/test/non-food/2200369_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200369_2024
/dataset/youtube/videos/files/test/non-food/2141170_2023.mp4,/dataset/youtube/videos/features/test/non-food/2141170_2023
/dataset/youtube/videos/files/test/non-food/2200671_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200671_2024
/dataset/youtube/videos/files/test/non-food/2141172_2023.mp4,/dataset/youtube/videos/features/test/non-food/2141172_2023
/dataset/youtube/videos/files/test/non-food/2231073_2023.mp4,/dataset/youtube/videos/features/test/non-food/2231073_2023
/dataset/youtube/videos/files/test/non-food/2090874_2024.mp4,/dataset/youtube/videos/features/test/non-food/2090874_2024
/dataset/youtube/videos/files/test/non-food/2200675_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200675_2024
/dataset/youtube/videos/files/test/non-food/2020776_2024.mp4,/dataset/youtube/videos/features/test/non-food/2020776_2024
/dataset/youtube/videos/files/test/non-food/2281077_2023.mp4,/dataset/youtube/videos/features/test/non-food/2281077_2023
/dataset/youtube/videos/files/test/non-food/2091078_2023.mp4,/dataset/youtube/videos/features/test/non-food/2091078_2023
/dataset/youtube/videos/files/test/non-food/2020879_2024.mp4,/dataset/youtube/videos/features/test/non-food/2020879_2024
/dataset/youtube/videos/files/test/non-food/2210680_2024.mp4,/dataset/youtube/videos/features/test/non-food/2210680_2024
/dataset/youtube/videos/files/test/non-food/2051081_2023.mp4,/dataset/youtube/videos/features/test/non-food/2051081_2023
/dataset/youtube/videos/files/test/non-food/2151082_2023.mp4,/dataset/youtube/videos/features/test/non-food/2151082_2023
/dataset/youtube/videos/files/test/non-food/2181283_2023.mp4,/dataset/youtube/videos/features/test/non-food/2181283_2023
/dataset/youtube/videos/files/test/non-food/2131084_2022.mp4,/dataset/youtube/videos/features/test/non-food/2131084_2022
/dataset/youtube/videos/files/test/non-food/2071085_2023.mp4,/dataset/youtube/videos/features/test/non-food/2071085_2023
/dataset/youtube/videos/files/test/non-food/2041086_2023.mp4,/dataset/youtube/videos/features/test/non-food/2041086_2023
/dataset/youtube/videos/files/test/non-food/2050887_2023.mp4,/dataset/youtube/videos/features/test/non-food/2050887_2023
/dataset/youtube/videos/files/test/non-food/2150888_2024.mp4,/dataset/youtube/videos/features/test/non-food/2150888_2024
/dataset/youtube/videos/files/test/non-food/2061189_2023.mp4,/dataset/youtube/videos/features/test/non-food/2061189_2023
/dataset/youtube/videos/files/test/non-food/2081090_2023.mp4,/dataset/youtube/videos/features/test/non-food/2081090_2023
/dataset/youtube/videos/files/test/non-food/2200691_2024.mp4,/dataset/youtube/videos/features/test/non-food/2200691_2024
/dataset/youtube/videos/files/test/non-food/2090892_2024.mp4,/dataset/youtube/videos/features/test/non-food/2090892_2024
/dataset/youtube/videos/files/test/non-food/2051193_2023.mp4,/dataset/youtube/videos/features/test/non-food/2051193_2023
/dataset/youtube/videos/files/test/non-food/2310594_2024.mp4,/dataset/youtube/videos/features/test/non-food/2310594_2024
/dataset/youtube/videos/files/test/non-food/2170695_2024.mp4,/dataset/youtube/videos/features/test/non-food/2170695_2024
/dataset/youtube/videos/files/test/non-food/2091096_2023.mp4,/dataset/youtube/videos/features/test/non-food/2091096_2023
/dataset/youtube/videos/files/test/non-food/2140697_2024.mp4,/dataset/youtube/videos/features/test/non-food/2140697_2024
/dataset/youtube/videos/files/test/non-food/2220898_2024.mp4,/dataset/youtube/videos/features/test/non-food/2220898_2024
/dataset/youtube/videos/files/test/non-food/2250499_2024.mp4,/dataset/youtube/videos/features/test/non-food/2250499_2024
/dataset/youtube/videos/files/test/non-food/21508100_2024.mp4,/dataset/youtube/videos/features/test/non-food/21508100_2024
/dataset/youtube/videos/files/test/non-food/21907101_2024.mp4,/dataset/youtube/videos/features/test/non-food/21907101_2024
/dataset/youtube/videos/files/test/non-food/21812102_2023.mp4,/dataset/youtube/videos/features/test/non-food/21812102_2023
/dataset/youtube/videos/files/test/non-food/22210103_2022.mp4,/dataset/youtube/videos/features/test/non-food/22210103_2022
/dataset/youtube/videos/files/test/non-food/20208104_2024.mp4,/dataset/youtube/videos/features/test/non-food/20208104_2024
/dataset/youtube/videos/files/test/non-food/21604105_2024.mp4,/dataset/youtube/videos/features/test/non-food/21604105_2024
/dataset/youtube/videos/files/test/non-food/20504106_2024.mp4,/dataset/youtube/videos/features/test/non-food/20504106_2024
/dataset/youtube/videos/files/test/non-food/20706107_2024.mp4,/dataset/youtube/videos/features/test/non-food/20706107_2024
/dataset/youtube/videos/files/test/non-food/21010108_2023.mp4,/dataset/youtube/videos/features/test/non-food/21010108_2023
/dataset/youtube/videos/files/test/non-food/21005109_2024.mp4,/dataset/youtube/videos/features/test/non-food/21005109_2024
/dataset/youtube/videos/files/test/non-food/20409110_2021.mp4,/dataset/youtube/videos/features/test/non-food/20409110_2021
/dataset/youtube/videos/files/test/non-food/22810111_2023.mp4,/dataset/youtube/videos/features/test/non-food/22810111_2023
/dataset/youtube/videos/files/test/non-food/22610112_2023.mp4,/dataset/youtube/videos/features/test/non-food/22610112_2023
/dataset/youtube/videos/files/test/non-food/21902113_2024.mp4,/dataset/youtube/videos/features/test/non-food/21902113_2024
/dataset/youtube/videos/files/test/non-food/22802114_2024.mp4,/dataset/youtube/videos/features/test/non-food/22802114_2024
/dataset/youtube/videos/files/test/non-food/21004115_2023.mp4,/dataset/youtube/videos/features/test/non-food/21004115_2023
/dataset/youtube/videos/files/test/non-food/20305116_2024.mp4,/dataset/youtube/videos/features/test/non-food/20305116_2024
/dataset/youtube/videos/files/test/non-food/20810117_2022.mp4,/dataset/youtube/videos/features/test/non-food/20810117_2022
/dataset/youtube/videos/files/test/non-food/22611118_2023.mp4,/dataset/youtube/videos/features/test/non-food/22611118_2023
/dataset/youtube/videos/files/test/non-food/20710119_2022.mp4,/dataset/youtube/videos/features/test/non-food/20710119_2022
/dataset/youtube/videos/files/test/non-food/21010120_2022.mp4,/dataset/youtube/videos/features/test/non-food/21010120_2022
/dataset/youtube/videos/files/test/non-food/22307121_2024.mp4,/dataset/youtube/videos/features/test/non-food/22307121_2024
/dataset/youtube/videos/files/test/non-food/20808122_2023.mp4,/dataset/youtube/videos/features/test/non-food/20808122_2023
/dataset/youtube/videos/files/test/non-food/20511123_2023.mp4,/dataset/youtube/videos/features/test/non-food/20511123_2023
/dataset/youtube/videos/files/test/non-food/20910124_2023.mp4,/dataset/youtube/videos/features/test/non-food/20910124_2023
/dataset/youtube/videos/files/test/non-food/20702125_2024.mp4,/dataset/youtube/videos/features/test/non-food/20702125_2024
/dataset/youtube/videos/files/test/non-food/21406126_2024.mp4,/dataset/youtube/videos/features/test/non-food/21406126_2024
/dataset/youtube/videos/files/test/non-food/20511127_2023.mp4,/dataset/youtube/videos/features/test/non-food/20511127_2023
/dataset/youtube/videos/files/test/non-food/21310128_2023.mp4,/dataset/youtube/videos/features/test/non-food/21310128_2023
/dataset/youtube/videos/files/test/non-food/20712129_2023.mp4,/dataset/youtube/videos/features/test/non-food/20712129_2023
/dataset/youtube/videos/files/test/non-food/22408130_2024.mp4,/dataset/youtube/videos/features/test/non-food/22408130_2024
/dataset/youtube/videos/files/test/non-food/21007131_2024.mp4,/dataset/youtube/videos/features/test/non-food/21007131_2024
/dataset/youtube/videos/files/test/non-food/21007132_2024.mp4,/dataset/youtube/videos/features/test/non-food/21007132_2024
/dataset/youtube/videos/files/test/non-food/20810133_2023.mp4,/dataset/youtube/videos/features/test/non-food/20810133_2023
/dataset/youtube/videos/files/test/non-food/21304134_2024.mp4,/dataset/youtube/videos/features/test/non-food/21304134_2024
/dataset/youtube/videos/files/test/non-food/21110135_2023.mp4,/dataset/youtube/videos/features/test/non-food/21110135_2023
/dataset/youtube/videos/files/test/non-food/20501136_2024.mp4,/dataset/youtube/videos/features/test/non-food/20501136_2024
/dataset/youtube/videos/files/test/non-food/23107137_2024.mp4,/dataset/youtube/videos/features/test/non-food/23107137_2024
/dataset/youtube/videos/files/test/non-food/22805138_2024.mp4,/dataset/youtube/videos/features/test/non-food/22805138_2024
/dataset/youtube/videos/files/test/non-food/22405139_2024.mp4,/dataset/youtube/videos/features/test/non-food/22405139_2024
/dataset/youtube/videos/files/test/non-food/22006140_2024.mp4,/dataset/youtube/videos/features/test/non-food/22006140_2024
/dataset/youtube/videos/files/test/non-food/22006141_2024.mp4,/dataset/youtube/videos/features/test/non-food/22006141_2024
/dataset/youtube/videos/files/test/non-food/22709142_2022.mp4,/dataset/youtube/videos/features/test/non-food/22709142_2022
/dataset/youtube/videos/files/test/non-food/21901143_2024.mp4,/dataset/youtube/videos/features/test/non-food/21901143_2024
/dataset/youtube/videos/files/test/non-food/21007144_2024.mp4,/dataset/youtube/videos/features/test/non-food/21007144_2024
/dataset/youtube/videos/files/test/non-food/21710145_2023.mp4,/dataset/youtube/videos/features/test/non-food/21710145_2023
/dataset/youtube/videos/files/test/non-food/21510146_2023.mp4,/dataset/youtube/videos/features/test/non-food/21510146_2023
/dataset/youtube/videos/files/test/non-food/22503147_2023.mp4,/dataset/youtube/videos/features/test/non-food/22503147_2023
/dataset/youtube/videos/files/test/non-food/21810148_2023.mp4,/dataset/youtube/videos/features/test/non-food/21810148_2023
/dataset/youtube/videos/files/test/non-food/21710149_2023.mp4,/dataset/youtube/videos/features/test/non-food/21710149_2023
/dataset/youtube/videos/files/test/non-food/20111150_2022.mp4,/dataset/youtube/videos/features/test/non-food/20111150_2022
/dataset/youtube/videos/files/test/non-food/20908151_2024.mp4,/dataset/youtube/videos/features/test/non-food/20908151_2024
/dataset/youtube/videos/files/test/non-food/20908152_2024.mp4,/dataset/youtube/videos/features/test/non-food/20908152_2024
/dataset/youtube/videos/files/test/non-food/20302154_2024.mp4,/dataset/youtube/videos/features/test/non-food/20302154_2024
/dataset/youtube/videos/files/test/non-food/21705155_2024.mp4,/dataset/youtube/videos/features/test/non-food/21705155_2024
/dataset/youtube/videos/files/test/non-food/21406156_2024.mp4,/dataset/youtube/videos/features/test/non-food/21406156_2024
/dataset/youtube/videos/files/test/non-food/21210157_2023.mp4,/dataset/youtube/videos/features/test/non-food/21210157_2023
/dataset/youtube/videos/files/test/non-food/21812158_2023.mp4,/dataset/youtube/videos/features/test/non-food/21812158_2023
/dataset/youtube/videos/files/test/non-food/20706159_2024.mp4,/dataset/youtube/videos/features/test/non-food/20706159_2024
/dataset/youtube/videos/files/test/non-food/21211160_2023.mp4,/dataset/youtube/videos/features/test/non-food/21211160_2023
/dataset/youtube/videos/files/test/non-food/21604161_2024.mp4,/dataset/youtube/videos/features/test/non-food/21604161_2024
/dataset/youtube/videos/files/test/non-food/21508162_2024.mp4,/dataset/youtube/videos/features/test/non-food/21508162_2024
/dataset/youtube/videos/files/test/non-food/20504163_2024.mp4,/dataset/youtube/videos/features/test/non-food/20504163_2024
/dataset/youtube/videos/files/test/non-food/21411164_2023.mp4,/dataset/youtube/videos/features/test/non-food/21411164_2023
/dataset/youtube/videos/files/test/non-food/22810165_2023.mp4,/dataset/youtube/videos/features/test/non-food/22810165_2023
/dataset/youtube/videos/files/test/non-food/22710166_2023.mp4,/dataset/youtube/videos/features/test/non-food/22710166_2023
/dataset/youtube/videos/files/test/non-food/22405167_2024.mp4,/dataset/youtube/videos/features/test/non-food/22405167_2024
/dataset/youtube/videos/files/test/non-food/20910168_2023.mp4,/dataset/youtube/videos/features/test/non-food/20910168_2023
/dataset/youtube/videos/files/test/non-food/22610169_2023.mp4,/dataset/youtube/videos/features/test/non-food/22610169_2023
/dataset/youtube/videos/files/test/non-food/21907170_2024.mp4,/dataset/youtube/videos/features/test/non-food/21907170_2024
/dataset/youtube/videos/files/test/non-food/21412171_2023.mp4,/dataset/youtube/videos/features/test/non-food/21412171_2023
/dataset/youtube/videos/files/test/non-food/20501172_2024.mp4,/dataset/youtube/videos/features/test/non-food/20501172_2024
/dataset/youtube/videos/files/test/non-food/20305173_2024.mp4,/dataset/youtube/videos/features/test/non-food/20305173_2024
/dataset/youtube/videos/files/test/non-food/20512174_2023.mp4,/dataset/youtube/videos/features/test/non-food/20512174_2023
/dataset/youtube/videos/files/test/non-food/21812175_2023.mp4,/dataset/youtube/videos/features/test/non-food/21812175_2023
/dataset/youtube/videos/files/test/non-food/22112176_2022.mp4,/dataset/youtube/videos/features/test/non-food/22112176_2022
/dataset/youtube/videos/files/test/non-food/21110177_2023.mp4,/dataset/youtube/videos/features/test/non-food/21110177_2023
/dataset/youtube/videos/files/test/non-food/20310178_2023.mp4,/dataset/youtube/videos/features/test/non-food/20310178_2023
/dataset/youtube/videos/files/test/non-food/22006179_2024.mp4,/dataset/youtube/videos/features/test/non-food/22006179_2024
/dataset/youtube/videos/files/test/non-food/20706180_2024.mp4,/dataset/youtube/videos/features/test/non-food/20706180_2024
/dataset/youtube/videos/files/test/non-food/21305181_2024.mp4,/dataset/youtube/videos/features/test/non-food/21305181_2024
/dataset/youtube/videos/files/test/non-food/20102182_2024.mp4,/dataset/youtube/videos/features/test/non-food/20102182_2024
/dataset/youtube/videos/files/test/non-food/20305183_2024.mp4,/dataset/youtube/videos/features/test/non-food/20305183_2024
/dataset/youtube/videos/files/test/non-food/20512184_2023.mp4,/dataset/youtube/videos/features/test/non-food/20512184_2023
/dataset/youtube/videos/files/test/non-food/21907185_2024.mp4,/dataset/youtube/videos/features/test/non-food/21907185_2024
/dataset/youtube/videos/files/test/non-food/20502186_2024.mp4,/dataset/youtube/videos/features/test/non-food/20502186_2024
/dataset/youtube/videos/files/test/non-food/22104187_2024.mp4,/dataset/youtube/videos/features/test/non-food/22104187_2024
/dataset/youtube/videos/files/test/non-food/20208188_2024.mp4,/dataset/youtube/videos/features/test/non-food/20208188_2024
/dataset/youtube/videos/files/test/non-food/22504189_2024.mp4,/dataset/youtube/videos/features/test/non-food/22504189_2024
/dataset/youtube/videos/files/test/non-food/20907190_2024.mp4,/dataset/youtube/videos/features/test/non-food/20907190_2024
/dataset/youtube/videos/files/test/non-food/21110191_2023.mp4,/dataset/youtube/videos/features/test/non-food/21110191_2023
/dataset/youtube/videos/files/test/non-food/21508192_2024.mp4,/dataset/youtube/videos/features/test/non-food/21508192_2024
/dataset/youtube/videos/files/test/non-food/21305193_2024.mp4,/dataset/youtube/videos/features/test/non-food/21305193_2024
/dataset/youtube/videos/files/test/non-food/20702194_2024.mp4,/dataset/youtube/videos/features/test/non-food/20702194_2024
/dataset/youtube/videos/files/test/non-food/20908195_2024.mp4,/dataset/youtube/videos/features/test/non-food/20908195_2024
/dataset/youtube/videos/files/test/non-food/21705196_2024.mp4,/dataset/youtube/videos/features/test/non-food/21705196_2024
/dataset/youtube/videos/files/test/non-food/20611197_2023.mp4,/dataset/youtube/videos/features/test/non-food/20611197_2023
/dataset/youtube/videos/files/test/non-food/21510198_2023.mp4,/dataset/youtube/videos/features/test/non-food/21510198_2023
/dataset/youtube/videos/files/test/non-food/20810199_2023.mp4,/dataset/youtube/videos/features/test/non-food/20810199_2023
/dataset/youtube/videos/files/test/non-food/21005200_2024.mp4,/dataset/youtube/videos/features/test/non-food/21005200_2024
/dataset/youtube/videos/files/test/non-food/20802201_2024.mp4,/dataset/youtube/videos/features/test/non-food/20802201_2024
/dataset/youtube/videos/files/test/non-food/20208202_2024.mp4,/dataset/youtube/videos/features/test/non-food/20208202_2024
/dataset/youtube/videos/files/test/non-food/21010203_2023.mp4,/dataset/youtube/videos/features/test/non-food/21010203_2023
/dataset/youtube/videos/files/test/non-food/20908204_2024.mp4,/dataset/youtube/videos/features/test/non-food/20908204_2024
/dataset/youtube/videos/files/test/non-food/22802205_2024.mp4,/dataset/youtube/videos/features/test/non-food/22802205_2024
/dataset/youtube/videos/files/test/non-food/22208206_2024.mp4,/dataset/youtube/videos/features/test/non-food/22208206_2024
/dataset/youtube/videos/files/test/non-food/22006207_2024.mp4,/dataset/youtube/videos/features/test/non-food/22006207_2024
/dataset/youtube/videos/files/test/non-food/21810208_2023.mp4,/dataset/youtube/videos/features/test/non-food/21810208_2023
/dataset/youtube/videos/files/test/non-food/22110209_2022.mp4,/dataset/youtube/videos/features/test/non-food/22110209_2022
/dataset/youtube/videos/files/test/non-food/21005210_2024.mp4,/dataset/youtube/videos/features/test/non-food/21005210_2024
/dataset/youtube/videos/files/test/non-food/23004211_2024.mp4,/dataset/youtube/videos/features/test/non-food/23004211_2024
/dataset/youtube/videos/files/test/non-food/22006212_2024.mp4,/dataset/youtube/videos/features/test/non-food/22006212_2024
/dataset/youtube/videos/files/test/non-food/21803213_2024.mp4,/dataset/youtube/videos/features/test/non-food/21803213_2024
/dataset/youtube/videos/files/test/non-food/20501214_2024.mp4,/dataset/youtube/videos/features/test/non-food/20501214_2024
/dataset/youtube/videos/files/test/non-food/21907215_2024.mp4,/dataset/youtube/videos/features/test/non-food/21907215_2024
/dataset/youtube/videos/files/test/non-food/21108216_2023.mp4,/dataset/youtube/videos/features/test/non-food/21108216_2023
/dataset/youtube/videos/files/test/non-food/20706217_2024.mp4,/dataset/youtube/videos/features/test/non-food/20706217_2024
/dataset/youtube/videos/files/test/non-food/22006218_2024.mp4,/dataset/youtube/videos/features/test/non-food/22006218_2024
/dataset/youtube/videos/files/test/non-food/21607219_2024.mp4,/dataset/youtube/videos/features/test/non-food/21607219_2024
/dataset/youtube/videos/files/test/non-food/20203220_2024.mp4,/dataset/youtube/videos/features/test/non-food/20203220_2024
/dataset/youtube/videos/files/test/non-food/21110221_2022.mp4,/dataset/youtube/videos/features/test/non-food/21110221_2022
/dataset/youtube/videos/files/test/non-food/22408222_2024.mp4,/dataset/youtube/videos/features/test/non-food/22408222_2024
/dataset/youtube/videos/files/test/non-food/20311223_2023.mp4,/dataset/youtube/videos/features/test/non-food/20311223_2023
/dataset/youtube/videos/files/test/non-food/20511224_2023.mp4,/dataset/youtube/videos/features/test/non-food/20511224_2023
/dataset/youtube/videos/files/test/non-food/23004225_2024.mp4,/dataset/youtube/videos/features/test/non-food/23004225_2024
/dataset/youtube/videos/files/test/non-food/23105226_2024.mp4,/dataset/youtube/videos/features/test/non-food/23105226_2024
/dataset/youtube/videos/files/test/non-food/21907227_2024.mp4,/dataset/youtube/videos/features/test/non-food/21907227_2024
/dataset/youtube/videos/files/test/non-food/21408228_2024.mp4,/dataset/youtube/videos/features/test/non-food/21408228_2024
/dataset/youtube/videos/files/test/non-food/21406229_2024.mp4,/dataset/youtube/videos/features/test/non-food/21406229_2024
/dataset/youtube/videos/files/test/non-food/21007230_2024.mp4,/dataset/youtube/videos/features/test/non-food/21007230_2024
/dataset/youtube/videos/files/test/non-food/20908231_2024.mp4,/dataset/youtube/videos/features/test/non-food/20908231_2024
/dataset/youtube/videos/files/test/non-food/21907232_2024.mp4,/dataset/youtube/videos/features/test/non-food/21907232_2024
/dataset/youtube/videos/files/test/non-food/21310233_2022.mp4,/dataset/youtube/videos/features/test/non-food/21310233_2022
/dataset/youtube/videos/files/test/non-food/21406234_2024.mp4,/dataset/youtube/videos/features/test/non-food/21406234_2024
/dataset/youtube/videos/files/test/non-food/20611235_2023.mp4,/dataset/youtube/videos/features/test/non-food/20611235_2023
/dataset/youtube/videos/files/test/non-food/22911236_2022.mp4,/dataset/youtube/videos/features/test/non-food/22911236_2022
/dataset/youtube/videos/files/test/non-food/22507237_2024.mp4,/dataset/youtube/videos/features/test/non-food/22507237_2024
/dataset/youtube/videos/files/test/non-food/22309238_2022.mp4,/dataset/youtube/videos/features/test/non-food/22309238_2022
/dataset/youtube/videos/files/test/non-food/20810239_2023.mp4,/dataset/youtube/videos/features/test/non-food/20810239_2023
/dataset/youtube/videos/files/test/non-food/23006240_2022.mp4,/dataset/youtube/videos/features/test/non-food/23006240_2022
/dataset/youtube/videos/files/test/non-food/21008241_2023.mp4,/dataset/youtube/videos/features/test/non-food/21008241_2023
/dataset/youtube/videos/files/test/non-food/21704242_2024.mp4,/dataset/youtube/videos/features/test/non-food/21704242_2024
